2, 1, 1, 1, 994, 1, 0
0, 0, 0, 0, 0, 2, 1
0, 0, 0, 0, 0, 0, 6
3, 2, 0, 1, 0, 0, 6
0, 0, 1, 0, 0, 0, 3
